20,0,-1
20,1,-1
20,2,-1
20,3,-1
20,4,-1
20,5,-1
20,6,-1
20,7,-1
20,8,-1
20,9,-1
20,10,-1
14,11,5
14,12,5
14,13,4
20,11,-1
20,12,-1
20,13,-1
20,14,-1
20,15,-1
20,15,0
20,14,0
20,0,-2
20,1,-2
20,2,-2
20,3,-2
20,4,-2
20,5,-2
20,6,-2
20,7,-2
20,8,-2
20,9,-2
20,10,-2
20,11,-2
20,12,-2
20,13,-2
20,14,-2
20,15,-2
21,17,3
14,20,7
21,20,5
21,20,6
21,21,5
7,21,6
21,22,5
3,24,6
21,23,5
22,24,9
7,26,6
21,24,5
21,25,5
21,26,5
21,27,5
21,27,6
14,27,7
24,16,-2
24,17,-2
24,18,-2
24,19,-2
24,20,-2
24,21,-2
24,22,-2
24,23,-2
24,24,-2
24,25,-2
24,26,-2
5,40,10
21,32,7
21,33,7
21,34,7
21,36,4
21,39,7
21,42,4
21,45,7
21,48,4
21,51,1
5,61,5
23,56,0
4,56,1
23,61,0
4,67,1
23,67,0
21,73,2
14,75,3
2,73,3
2,76,3
21,74,2
21,75,2
22,75,7
21,76,2
21,77,2
21,80,5
21,83,8
14,90,3
14,89,4
14,88,5
14,87,6
21,90,0
21,93,2
21,94,2
5,100,7
7,94,3
21,95,2
21,97,5
14,97,6
24,27,-2
24,28,-2
24,29,-2
24,30,-2
24,31,-2
24,32,-2
24,33,-2
24,34,-2
24,35,-2
24,36,-2
24,37,-2
24,38,-2
24,39,-2
24,40,-2
24,41,-2
24,42,-2
24,43,-2
24,44,-2
24,45,-2
24,46,-2
24,47,-2
24,48,-2
24,49,-2
24,50,-2
24,51,-2
24,52,-2
24,53,-2
24,54,-2
24,55,-2
24,56,-2
24,57,-2
24,58,-2
24,59,-2
24,60,-2
24,61,-2
24,62,-2
24,63,-2
24,64,-2
24,65,-2
24,66,-2
24,67,-2
24,68,-2
24,69,-2
24,70,-2
24,71,-2
24,72,-2
24,73,-2
24,74,-2
24,75,-2
24,76,-2
24,77,-2
24,78,-2
24,79,-2
24,80,-2
24,81,-2
24,82,-2
24,83,-2
24,84,-2
24,85,-2
24,86,-2
24,87,-2
24,88,-2
24,89,-2
24,90,-2
24,91,-2
24,92,-2
24,93,-2
24,94,-2
24,95,-2
24,96,-2
24,97,-2
24,98,-2
24,99,-2
24,101,-2
24,102,-2
24,103,-2
24,104,-2
24,106,-2
24,107,-2
24,108,-2
24,109,-2
24,111,-2
24,112,-2
24,113,-2
24,114,-2
24,116,-2
24,117,-2
24,118,-2
24,119,-2
24,121,-2
24,122,-2
24,123,-2
24,124,-2
20,125,-1
20,126,-1
20,127,-1
20,128,-1
20,129,-1
20,130,-1
20,131,-1
20,132,-1
20,133,-1
20,134,-1
20,135,-1
20,136,-1
20,137,-1
20,138,-1
20,139,-1
20,140,-1
20,141,-1
20,142,-1
20,143,-1
21,100,-1
21,100,-2
14,105,0
21,105,-1
21,105,-2
21,110,-1
21,110,-2
21,115,-1
14,115,0
21,115,-2
21,120,-1
21,120,-2
20,125,-2
14,125,0
20,126,-2
20,127,-2
20,128,-2
20,129,-2
20,130,-2
20,128,0
20,131,-2
20,132,-2
20,133,-2
20,130,0
20,130,1
20,130,2
20,130,3
20,134,-2
20,135,-2
20,136,-2
20,137,-2
20,138,-2
20,139,-2
20,140,-2
20,141,-2
20,142,-2
20,143,-2
5,120,6
3,127,0
7,130,4
5,110,6
