21,0,-1
21,1,-1
21,2,-1
21,3,-1
21,4,-1
21,5,-1
21,6,-1
21,7,-1
21,8,-1
21,9,-1
21,10,-1
15,11,5
15,12,5
15,13,4
21,11,-1
21,12,-1
21,13,-1
21,14,-1
21,15,-1
21,15,0
21,14,0
21,0,-2
21,1,-2
21,2,-2
21,3,-2
21,4,-2
21,5,-2
21,6,-2
21,7,-2
21,8,-2
21,9,-2
21,10,-2
21,11,-2
21,12,-2
21,13,-2
21,14,-2
21,15,-2
22,17,3
22,20,7
22,20,5
22,20,6
22,21,5
7,21,6
22,22,5
3,24,6
22,23,5
11,24,9
7,26,6
22,24,5
22,25,5
22,26,5
22,27,5
22,27,6
15,27,7
22,32,7
22,33,7
22,34,7
22,36,4
22,39,7
22,42,4
22,45,7
22,48,4
22,51,1
27,56,-1
28,57,-1
27,56,0
28,57,0
29,56,1
30,57,1
4,56,2
27,61,-1
28,62,-1
27,61,0
28,62,0
29,61,1
30,62,1
4,67,2
27,67,-1
28,68,-1
27,67,0
28,68,0
29,67,1
30,68,1
21,73,2
15,75,3
2,73,3
2,76,3
21,74,2
21,75,2
13,75,7
22,76,2
22,77,2
22,80,5
22,83,8
15,90,3
15,89,4
15,88,5
15,87,6
22,90,0
22,93,2
22,94,2
7,94,3
22,95,2
22,97,5
15,97,6
21,125,-1
21,126,-1
21,127,-1
21,128,-1
21,129,-1
21,130,-1
21,131,-1
21,132,-1
21,133,-1
21,134,-1
21,135,-1
21,136,-1
21,137,-1
21,138,-1
21,139,-1
21,140,-1
21,141,-1
21,142,-1
21,143,-1
22,100,-1
22,100,-2
14,105,0
22,105,-1
22,105,-2
22,110,-1
22,110,-2
22,115,-1
14,115,0
22,115,-2
22,120,-1
22,120,-2
22,125,-2
14,125,0
22,126,-2
22,127,-2
22,128,-2
22,129,-2
22,130,-2
22,131,-2
22,132,-2
22,133,-2
22,133,0
25,133,1
25,133,2
25,133,3
25,133,4
25,133,5
25,133,6
25,133,7
26,133,8
24,132,7
21,134,-2
21,135,-2
21,136,-2
21,137,-2
21,138,-2
21,139,-2
21,140,-2
21,141,-2
21,142,-2
21,143,-2
21,144,-2
21,145,-2
21,144,-1
21,145,-1
3,127,0
7,130,4
5,110,6
5,120,6
5,100,7
5,40,10
5,61,5
23,15,-1
23,16,-1
23,17,-1
23,18,-1
23,19,-1
23,20,-1
23,21,-1
23,22,-1
23,23,-1
23,24,-1
23,25,-1
23,26,-1
23,27,-1
23,28,-1
23,29,-1
23,30,-1
23,31,-1
23,32,-1
23,33,-1
23,34,-1
23,35,-1
23,36,-1
23,37,-1
23,38,-1
23,39,-1
23,40,-1
23,41,-1
23,42,-1
23,43,-1
23,44,-1
23,45,-1
23,46,-1
23,47,-1
23,48,-1
23,49,-1
23,50,-1
23,51,-1
23,52,-1
23,53,-1
23,54,-1
23,55,-1
23,56,-1
23,57,-1
23,58,-1
23,59,-1
23,60,-1
23,61,-1
23,62,-1
23,63,-1
23,64,-1
23,65,-1
23,66,-1
23,67,-1
23,68,-1
23,69,-1
23,70,-1
23,71,-1
23,72,-1
23,73,-1
23,74,-1
23,75,-1
23,76,-1
23,77,-1
23,78,-1
23,79,-1
23,80,-1
23,81,-1
23,82,-1
23,83,-1
23,84,-1
23,85,-1
23,86,-1
23,87,-1
23,88,-1
23,89,-1
23,90,-1
23,91,-1
23,92,-1
23,93,-1
23,94,-1
23,95,-1
23,96,-1
23,97,-1
23,98,-1
23,99,-1
23,100,-1
23,101,-1
23,102,-1
23,103,-1
23,104,-1
23,105,-1
23,106,-1
23,107,-1
23,108,-1
23,109,-1
23,110,-1
23,111,-1
23,112,-1
23,113,-1
23,114,-1
23,115,-1
23,116,-1
23,117,-1
23,118,-1
23,119,-1
23,120,-1
23,121,-1
23,122,-1
23,123,-1
23,124,-1
23,125,-1
23,126,-1
23,127,-1
23,128,-1
23,129,-1
23,130,-1
23,131,-1
23,132,-1
23,133,-1
23,134,-1
23,135,-1
23,136,-1
23,137,-1
23,138,-1
23,139,-1
23,140,-1
23,141,-1
23,142,-1
23,143,-1
23,144,-1
23,145,-1
23,146,-1
23,147,-1
23,148,-1
